UGPA,LSAT,ZFYA,amerind,asian,black,hisp,mexican,other,puerto,white,female,male
3,37,-0.2,0,0,0,0,0,0,0,1,1,0
3,37,0.4,0,0,0,0,0,0,0,1,1,0
3.2,34,-0.92,0,0,0,0,0,0,0,1,0,1
3.2,22,-0.35,0,0,1,0,0,0,0,0,1,0
3.2,33,1.28,0,0,0,0,0,0,0,1,0,1
3.2,33,0.7,0,0,0,0,0,0,0,1,1,0
3.5,32,0.12,0,0,0,0,1,0,0,0,0,1
3.6,30,1.02,0,0,0,0,0,0,0,1,0,1
2.6,25,-0.63,0,0,1,0,0,0,0,0,0,1
3.1,34,0.04,0,0,0,0,0,0,0,1,0,1
3.6,38,1.28,0,0,0,0,0,0,0,1,1,0
3.3,35,0.76,0,0,0,0,0,0,0,1,1,0
3.3,36,0.96,0,0,0,0,0,0,0,1,1,0
3,35,0.76,0,0,0,0,0,0,0,1,1,0
2.8,37,0.18,0,0,0,0,0,0,0,1,0,1
2.9,41,1.81,0,0,0,0,0,0,0,1,1,0
2.9,38,-0.6,0,0,0,0,0,0,0,1,0,1
3,36,1.06,0,0,0,0,0,0,0,1,1,0
3.3,37,1.1,0,0,0,0,0,0,0,1,1,0
3.1,38,-0.67,0,0,0,0,0,0,0,1,1,0
3.2,31,0.12,0,0,0,0,0,0,0,1,0,1
3.7,31,0.08,0,0,0,0,0,0,0,1,0,1
3,38,0.96,0,0,0,0,0,0,0,1,0,1
2.9,33,1.21,0,0,0,0,0,0,0,1,0,1
3.6,34,1.55,0,0,0,0,0,0,0,1,0,1
2.8,40,-0.2,0,0,0,0,0,0,0,1,1,0
2.8,37,1.1,0,0,0,0,0,0,0,1,0,1
2.9,39,1.19,0,0,0,0,0,0,0,1,0,1
2.8,36,-1.14,0,0,0,0,0,0,0,1,1,0
2.9,40,0.76,0,0,0,0,0,0,0,1,0,1
3.3,37,-0.07,0,0,0,0,0,0,0,1,0,1
3.5,36,-0.07,0,0,0,0,0,0,0,1,0,1
3.2,39,1.1,0,0,0,0,0,0,0,1,0,1
3.7,34,-0.24,0,0,0,0,0,0,0,1,1,0
3.2,40,1.64,0,0,0,0,0,0,0,1,1,0
3.6,36,-0.67,0,0,0,0,0,0,0,1,1,0
3.2,42,-0.76,0,0,0,0,0,0,0,1,0,1
2.8,39,0.38,0,0,0,0,0,0,0,1,0,1
2.8,36,0.42,0,0,0,0,0,0,0,1,0,1
3.4,33,0.28,0,0,0,0,0,0,0,1,0,1
2.9,40,0.8,0,0,0,0,0,0,0,1,0,1
2.4,40,-0.05,0,0,0,0,0,0,0,1,1,0
2.6,34,-0.97,0,0,0,1,0,0,0,0,0,1
3,42,1.42,0,0,0,0,0,0,0,1,1,0
3.6,36,0.42,0,0,0,0,0,0,0,1,1,0
3,35,-1.43,0,0,0,0,0,0,0,1,1,0
3.1,43,-1.01,0,0,0,0,0,0,0,1,0,1
2.8,42,-0.54,0,0,0,0,0,0,0,1,0,1
3,42,-0.92,0,1,0,0,0,0,0,0,1,0
3,40,0.53,0,0,0,0,0,0,0,1,1,0
3.7,41,0.25,0,0,0,0,0,0,0,1,0,1
3.2,41,1.81,0,0,0,0,0,0,0,1,1,0
4,26,-1.68,0,0,0,0,0,1,0,0,0,1
3.4,39,1.46,0,0,0,0,0,0,0,1,0,1
3.4,38,1.37,0,0,0,0,0,0,0,1,0,1
3.6,36,0.59,0,0,0,0,0,0,0,1,1,0
3.5,41,0.7,0,0,0,0,0,0,0,1,0,1
2.6,44,1.46,0,0,0,0,0,0,0,1,0,1
2.8,38,-0.37,0,0,0,0,0,0,0,1,0,1
3.2,39,0.05,0,0,0,0,0,0,0,1,1,0
3.7,32,0.5,0,0,0,0,0,0,0,1,0,1
3.2,39,0.62,0,0,0,0,0,0,0,1,1,0
3,37,0.37,0,1,0,0,0,0,0,0,1,0
3.4,39,0.87,0,0,0,0,0,0,0,1,1,0
3.2,37,-0.64,0,1,0,0,0,0,0,0,0,1
3.1,41,0.67,0,0,0,0,0,0,0,1,1,0
3.4,42,0.62,0,0,0,0,0,1,0,0,0,1
3.1,39,-1.23,0,0,0,0,0,0,0,1,0,1
2.9,47,0.79,0,0,0,0,0,0,0,1,0,1
2.4,43,0.13,0,0,0,0,0,0,0,1,1,0
3.3,40,1.05,0,0,0,0,0,0,0,1,0,1
2.9,35,0,0,0,0,0,0,0,0,1,1,0
3.1,34,-0.17,0,0,0,0,0,0,0,1,1,0
3.6,40,0.97,0,0,0,0,0,0,0,1,0,1
2.2,36,-1.06,0,0,1,0,0,0,0,0,0,1
2.7,41,0.97,0,0,0,0,0,0,0,1,0,1
2.9,42,0.03,0,0,0,0,0,0,0,1,1,0
3.2,39,0.92,0,0,0,0,0,0,0,1,1,0
3.4,40,-0.62,0,0,0,0,0,0,0,1,1,0
3,42,1,0,0,0,0,0,0,0,1,0,1
3.2,47,1.17,0,0,0,0,0,0,0,1,1,0
3.5,39,-0.39,0,0,0,0,0,0,0,1,0,1
3.4,39,0.55,0,0,0,0,0,0,0,1,1,0
3.7,32,0.67,0,0,0,0,0,0,0,1,1,0
3.3,40,0.17,0,0,0,0,0,0,0,1,0,1
3.1,42,-0.96,0,0,0,0,0,0,0,1,0,1
2.8,33,-0.22,0,0,0,1,0,0,0,0,0,1
3.1,36,0.2,0,0,0,0,0,0,0,1,0,1
2.9,41,-0.57,0,0,0,0,0,0,0,1,0,1
2.8,39,-1.81,0,0,0,0,0,0,0,1,1,0
3.1,31,-1.34,0,1,0,0,0,0,0,0,0,1
2.3,39,-0.04,0,1,0,0,0,0,0,0,0,1
3.1,41,0.38,0,0,0,0,0,0,0,1,0,1
3.2,31,-0.73,0,0,0,0,0,0,0,1,1,0
3.5,36,0.04,0,0,0,0,0,0,0,1,0,1
3.6,34,0.61,0,0,0,0,0,0,0,1,1,0
3.3,38,0.11,0,0,0,0,0,0,0,1,1,0
2.7,34,0.16,0,0,0,0,0,0,0,1,0,1
2.8,34,-0.47,0,0,0,0,0,0,0,1,1,0
3.2,29,-0.73,0,0,0,0,0,0,0,1,0,1
2.6,30,-0.78,0,0,0,0,0,0,0,1,0,1
3.6,30,-0.82,0,0,0,0,0,0,0,1,0,1
3.1,36,1.83,0,0,0,0,0,0,0,1,0,1
3.2,34,1.09,0,0,0,0,0,0,0,1,0,1
2.9,30,-0.58,0,0,0,0,0,0,0,1,0,1
3.4,28,0.12,0,0,0,0,0,0,0,1,0,1
2.9,33,-0.38,0,0,0,0,0,0,0,1,0,1
2.8,33,-0.89,0,0,0,0,0,0,0,1,0,1
3.2,33,-0.51,0,0,0,0,0,0,0,1,0,1
2.4,32,-0.08,0,0,0,0,0,0,0,1,0,1
2.8,37,-1.04,0,0,0,0,0,0,0,1,0,1
2.9,32,0.43,0,0,0,0,0,0,0,1,0,1
2.9,33,-1.04,0,0,0,0,0,0,0,1,1,0
3.5,30,-0.25,0,0,0,0,0,0,0,1,1,0
2,32,-1.06,0,0,0,0,0,0,0,1,0,1
3.2,31,-0.34,0,0,0,0,0,0,0,1,0,1
2.7,32,0.1,0,0,0,0,0,0,0,1,0,1
2.5,33,-0.91,0,0,0,0,0,0,0,1,0,1
2.8,30,1.28,0,0,0,0,0,1,0,0,0,1
3.5,30,-0.71,0,0,0,0,0,0,0,1,0,1
3,38,0.74,0,0,0,0,0,0,0,1,0,1
3,36,-0.16,0,0,0,0,0,0,0,1,0,1
2.5,39,1.64,0,0,0,0,0,0,0,1,0,1
3.1,33,1.39,0,0,0,0,0,0,0,1,0,1
2.2,38,-0.05,0,0,0,0,0,0,0,1,0,1
1.8,36,0.41,0,0,1,0,0,0,0,0,0,1
3.3,30,-0.25,0,0,0,0,0,0,0,1,1,0
2.2,37,0.85,0,0,0,0,0,0,0,1,0,1
2.7,34,0.93,0,0,0,0,0,0,0,1,0,1
2.6,33,0.1,0,0,0,0,0,0,0,1,0,1
3.1,29,1.07,0,0,0,0,0,0,0,1,1,0
3.3,30,0.19,0,0,0,0,0,0,0,1,1,0
3.1,30,0.25,0,0,0,0,0,0,0,1,1,0
2.7,41,-0.25,0,0,0,0,0,0,0,1,0,1
3,37,-0.89,0,0,0,0,0,0,0,1,0,1
2.8,36,-1.19,0,0,0,0,0,0,0,1,0,1
3,33,-1.44,0,0,0,0,0,0,0,1,0,1
3,28,-1.28,0,0,0,0,0,0,0,1,1,0
3.1,37,0.52,0,0,0,0,0,0,0,1,0,1
2.7,34,-0.12,0,0,0,0,0,0,0,1,1,0
2.5,30,-1.02,0,0,0,0,0,0,0,1,0,1
2.8,40,3.11,0,0,0,0,0,0,0,1,0,1
2.8,36,-0.38,0,0,0,0,0,0,0,1,0,1
3.4,37,-0.58,0,0,0,1,0,0,0,0,1,0
3.1,31,1.26,0,0,0,0,0,0,0,1,0,1
3,36,0.71,0,0,0,0,0,0,0,1,0,1
3.3,31,-0.43,0,0,0,0,0,0,0,1,1,0
3.1,36,1.33,0,0,0,0,0,0,0,1,1,0
2.7,36,-1.61,0,0,0,0,0,0,0,1,0,1
2.6,43,0.6,0,0,0,0,0,0,0,1,0,1
2.5,32,-0.47,0,0,0,0,0,0,0,1,0,1
2.8,31,1.09,0,0,0,0,0,1,0,0,0,1
3,29,-0.69,0,0,0,0,0,0,0,1,0,1
2.8,40,0.5,0,0,0,0,0,0,0,1,0,1
2.6,34,-0.4,0,0,0,0,0,0,0,1,0,1
3,27,-0.21,0,0,0,0,0,0,0,1,1,0
3,33,0.21,0,0,0,0,0,0,0,1,0,1
2.6,31,0.03,0,0,0,0,0,0,0,1,1,0
2.7,33,0.3,0,0,0,0,0,0,0,1,1,0
2.9,34,-1.13,0,0,0,0,0,0,0,1,1,0
2.8,40,0.45,0,0,0,0,0,0,0,1,0,1
3.1,30,-0.69,0,0,0,0,0,0,0,1,0,1
2.9,30,-0.34,0,0,0,0,0,0,0,1,0,1
3.1,32,0.78,0,0,0,0,0,0,0,1,1,0
3.1,34,0.19,0,0,0,0,0,0,0,1,1,0
2.3,37,1.04,0,0,0,0,0,0,0,1,0,1
2.8,33,0.67,0,0,0,0,0,0,0,1,0,1
3.3,36,0.6,0,0,0,0,0,0,0,1,1,0
3.4,28,-0.12,0,0,0,0,0,0,0,1,0,1
3.3,30,0.01,0,0,0,0,0,0,0,1,0,1
3.7,31,1.18,0,0,0,0,0,0,0,1,1,0
3,32,0.56,0,0,0,0,0,0,0,1,1,0
3,30,-1.04,0,0,0,0,0,0,0,1,0,1
2.5,38,1.7,0,0,0,0,0,0,0,1,0,1
3.1,28,0.82,0,0,0,1,0,0,0,0,1,0
2.5,40,-0.25,0,0,0,0,0,0,0,1,1,0
3.2,31,-0.12,0,0,0,0,0,0,0,1,0,1
3,35,-0.65,0,0,0,0,0,0,0,1,0,1
3,30,0.03,0,0,0,0,0,0,0,1,1,0
3,34,1.48,0,0,0,0,0,0,0,1,1,0
3.1,33,-0.98,0,0,0,0,0,0,0,1,0,1
3.5,33,0.19,0,0,0,0,0,0,0,1,1,0
3.4,39,0.69,0,0,0,0,0,0,0,1,1,0
3.3,35,-0.32,0,0,0,0,0,0,0,1,1,0
3,34,0.21,0,0,0,0,0,0,0,1,0,1
2.7,35,0.05,0,0,0,0,0,0,0,1,0,1
3.6,28,0.14,0,0,0,0,0,0,0,1,1,0
3.5,30,-0.3,0,0,0,0,0,0,0,1,1,0
3.3,34,0.85,0,0,0,0,0,0,0,1,0,1
2.9,33,-0.03,0,0,0,0,0,0,0,1,1,0
3.3,33,-0.14,0,0,0,0,0,0,0,1,1,0
3.5,30,0.34,0,0,0,0,0,0,0,1,1,0
2.9,36,0.28,0,0,0,0,0,0,0,1,0,1
2.9,33,0.95,0,0,0,0,0,0,0,1,1,0
3.3,35,1.38,0,0,0,0,0,0,0,1,1,0
2.5,30,-0.24,0,1,0,0,0,0,0,0,1,0
2.8,38,0.77,0,0,0,0,0,0,0,1,0,1
3.2,34,0.14,0,0,0,0,0,0,0,1,1,0
3.1,34,-0.5,0,0,0,0,0,0,0,1,1,0
3,34,0.32,0,0,0,0,0,0,0,1,0,1
3.2,39,-0.01,0,0,0,0,0,0,0,1,0,1
3.4,39,-0.3,0,0,0,0,0,0,0,1,0,1
3.7,35,0.75,0,0,0,0,0,0,0,1,0,1
3.3,37,-0.37,0,0,0,0,0,0,0,1,0,1
3.5,33,-0.88,0,0,0,0,0,0,0,1,0,1
2.9,32,-0.47,0,0,0,0,0,0,0,1,0,1
3.3,34,0.26,0,0,0,0,0,0,0,1,0,1
3.3,36,0.32,0,0,0,0,0,0,0,1,0,1
3.7,31,1.66,0,0,0,0,0,0,0,1,0,1
3.3,32,1.32,0,0,0,0,0,0,0,1,0,1
3.2,35,0.4,0,0,0,0,0,0,0,1,0,1
2.7,31,-0.36,0,0,1,0,0,0,0,0,1,0
2.8,35,0.63,0,0,0,0,0,0,0,1,0,1
2.6,33,0.03,0,0,0,0,0,0,0,1,0,1
2.9,37,0.27,0,0,0,0,0,0,0,1,0,1
3.5,36,0.21,0,0,0,0,0,0,0,1,1,0
3,29,-0.35,0,0,0,0,0,0,0,1,1,0
2.8,40,1.09,0,0,0,0,0,0,0,1,0,1
2.9,34,0.2,0,0,0,0,0,0,0,1,0,1
3.9,47,1.9,0,0,0,0,0,0,0,1,1,0
3,40,2.12,0,0,0,0,0,0,0,1,1,0
2.9,38,0.07,0,0,0,0,0,0,0,1,0,1
2.9,37,0.71,0,0,0,0,0,0,0,1,1,0
3.3,30,1.33,0,0,0,0,0,0,0,1,0,1
2.9,35,0.08,0,1,0,0,0,0,0,0,0,1
3.4,35,0.79,0,0,0,0,0,0,0,1,1,0
3.3,33,-0.29,0,0,0,0,0,1,0,0,0,1
3.6,33,0.72,0,0,0,0,0,0,0,1,1,0
3.1,34,-0.07,0,0,0,0,0,0,0,1,0,1
3.5,37,0.23,0,0,0,0,0,0,0,1,0,1
3.3,24,-0.03,0,0,0,0,0,1,0,0,0,1
2.6,38,0.14,0,0,0,0,0,0,0,1,0,1
2.9,44,1.21,0,0,0,0,0,0,0,1,0,1
3.2,35,1.44,0,0,0,0,0,1,0,0,0,1
2.9,37,1.19,0,0,0,0,0,0,0,1,0,1
3.4,37,-0.22,0,0,0,0,0,0,0,1,0,1
3.4,36,-0.16,0,0,0,0,0,0,0,1,0,1
3.2,32,-0.41,0,0,0,0,0,0,0,1,1,0
2.8,36,-0.44,0,0,0,0,0,0,0,1,0,1
3.2,34,0.18,0,0,0,0,0,0,0,1,0,1
3,32,-0.08,0,0,0,0,0,0,0,1,1,0
3.4,26,0.08,0,0,0,0,0,0,0,1,1,0
3.4,33,-0.12,0,0,0,0,0,0,0,1,0,1
2.7,39,0.72,0,0,0,0,0,0,0,1,1,0
2.5,39,-0.31,0,0,0,0,0,0,0,1,0,1
3.6,34,1.05,0,0,0,1,0,0,0,0,0,1
3.1,37,0.63,0,0,0,0,0,0,0,1,0,1
3,32,0.2,0,0,0,0,0,0,0,1,1,0
3,31,1.17,0,0,0,0,0,0,0,1,0,1
2.1,39,1.61,0,0,0,0,0,0,0,1,0,1
2.9,40,0.76,0,0,0,0,0,0,0,1,0,1
2.8,42,1.21,0,0,0,0,0,0,0,1,1,0
3.4,37,1.23,0,0,0,0,0,0,0,1,0,1
2.6,43,-0.02,0,0,0,0,0,0,0,1,0,1
3.8,29,-0.84,0,0,0,0,0,0,0,1,1,0
2.7,30,-0.56,0,1,0,0,0,0,0,0,0,1
3.3,29,0.8,0,0,0,0,0,0,0,1,0,1
3.1,34,-0.66,0,0,0,0,0,0,0,1,0,1
3.8,32,1.62,0,0,0,0,0,0,0,1,0,1
2.9,26,-0.74,0,1,0,0,0,0,0,0,1,0
3.2,31,-0.34,0,0,0,0,0,0,0,1,1,0
3.3,35,1.34,0,0,0,0,0,0,0,1,0,1
2.9,36,-0.59,0,0,0,0,0,0,0,1,0,1
3.4,39,0.04,0,0,0,1,0,0,0,0,1,0
2.8,32,-0.21,0,0,0,0,0,0,0,1,0,1
3.7,42,2.4,0,0,0,0,0,0,0,1,0,1
3.6,32,0.5,0,0,0,0,0,0,0,1,0,1
3.5,37,1.88,0,0,0,0,0,0,0,1,0,1
3,34,-0.12,0,0,0,0,0,0,0,1,1,0
3.5,34,0.33,0,0,0,0,0,0,0,1,1,0
2.7,29,-0.66,0,0,1,0,0,0,0,0,1,0
2.9,37,0.82,0,0,0,0,0,0,0,1,0,1
2.8,40,1.77,0,0,0,0,0,0,0,1,0,1
3.3,38,-0.37,0,0,0,0,0,0,0,1,0,1
3,32,-0.38,0,0,0,0,0,0,0,1,0,1
3.7,38,1.49,0,0,0,0,0,0,0,1,1,0
3.4,34,0.39,0,0,0,0,0,0,0,1,0,1
2.5,38,-0.44,0,0,0,0,0,0,0,1,0,1
2.9,39,0.99,0,0,0,0,0,0,0,1,0,1
2.7,37,0.32,0,0,0,0,0,0,0,1,0,1
2.6,21,-0.85,0,0,1,0,0,0,0,0,1,0
2.9,29,-0.35,0,0,0,0,0,0,0,1,1,0
3.6,39,-0.8,0,0,0,0,0,0,0,1,1,0
3,32,-0.34,0,0,0,0,0,0,0,1,0,1
2.9,38,-1.03,0,0,0,0,0,0,0,1,0,1
2.8,40,0.04,0,0,0,0,0,0,0,1,0,1
3,33,-0.37,0,0,0,0,0,0,0,1,1,0
3.4,32,1.64,0,0,0,0,0,0,0,1,0,1
3,33,-0.9,0,0,0,0,0,0,0,1,1,0
3.4,36,1.26,0,0,0,0,0,0,0,1,1,0
2.5,38,-0.22,0,0,0,0,0,0,0,1,0,1
3.3,35,0.53,0,0,0,0,0,0,0,1,0,1
3,25,0.77,0,0,0,0,0,0,0,1,1,0
3.9,42,2.15,0,0,0,0,0,0,0,1,1,0
4,33,-0.01,0,0,0,0,0,0,0,1,1,0
3.1,34,0.69,0,0,0,0,0,0,0,1,0,1
3.2,34,-0.35,0,0,0,0,0,0,0,1,1,0
3.4,34,2.05,0,0,0,0,0,0,0,1,1,0
3.9,32,1.54,0,0,0,0,0,0,0,1,1,0
3.6,33,1.1,0,0,0,0,0,0,0,1,1,0
3.2,35,0.04,0,0,0,0,0,0,0,1,1,0
3,39,1.35,0,0,0,0,0,0,0,1,0,1
3.8,40,1.78,0,0,0,0,0,0,0,1,1,0
3.4,30,-0.66,0,0,0,0,0,0,0,1,1,0
3.4,40,0.55,0,0,0,0,0,0,0,1,0,1
2.9,41,-0.91,0,0,0,0,0,0,0,1,1,0
3.1,36,1.27,0,0,0,0,0,0,0,1,1,0
3,38,-0.38,0,0,0,0,0,0,0,1,0,1
3.4,41,-0.28,0,0,0,0,0,0,0,1,1,0
3.1,38,1.31,0,0,0,0,0,0,0,1,0,1
3.8,34,0.8,0,0,0,0,0,0,0,1,1,0
3.4,33,-0.46,0,0,0,0,0,0,0,1,1,0
3.6,34,1.02,0,0,0,0,0,0,0,1,1,0
3.5,39,-0.62,0,0,0,0,0,0,0,1,1,0
2.7,39,0.06,0,0,0,0,0,0,0,1,0,1
3.7,32,0.38,0,0,0,0,0,0,0,1,1,0
3.6,33,0.24,0,0,0,0,0,0,0,1,1,0
3.6,34,0,0,0,0,0,0,0,0,1,1,0
3.5,34,0.94,0,0,0,0,0,0,0,1,0,1
3.3,30,0.06,0,0,1,0,0,0,0,0,1,0
3.2,36,-0.38,0,0,0,0,0,0,0,1,0,1
3.3,30,-0.31,0,0,0,0,0,0,0,1,0,1
3.4,33,-0.03,0,0,0,0,0,0,0,1,0,1
3.5,33,1.41,0,0,0,0,0,0,0,1,0,1
3.4,32,0.22,0,0,0,0,0,0,0,1,0,1
3.2,33,-0.15,0,0,0,0,0,0,0,1,0,1
3.6,37,0.32,0,0,0,0,0,0,0,1,1,0
3.6,33,-0.81,0,0,0,0,0,0,0,1,0,1
3.4,35,0.3,0,0,0,0,0,0,0,1,0,1
2.8,38,-0.4,0,0,0,0,0,0,0,1,0,1
3.2,34,0.77,0,0,0,0,0,0,0,1,0,1
4,36,1.88,0,0,0,0,0,0,0,1,1,0
3.5,37,0.84,0,0,0,0,0,0,0,1,0,1
3.8,39,0.59,0,0,0,0,0,0,0,1,0,1
3.4,32,0.08,0,0,0,0,0,0,0,1,0,1
3.2,35,-1.46,0,0,0,0,0,0,0,1,0,1
3.3,33,-1.5,0,0,0,0,0,0,0,1,1,0
3.3,35,-1.13,0,0,0,0,0,0,0,1,0,1
2.9,37,0.06,0,1,0,0,0,0,0,0,0,1
3.6,38,0.86,0,0,0,0,0,0,0,1,1,0
3.4,37,0.06,0,0,0,0,0,0,0,1,0,1
2.4,35,0.51,0,0,0,0,0,0,0,1,0,1
4,37,1.15,0,0,0,0,0,0,0,1,0,1
2.8,38,-0.91,0,0,0,0,0,0,0,1,1,0
3.7,33,1.72,0,0,0,0,0,0,0,1,0,1
3.2,35,-0.5,0,0,0,0,0,0,0,1,0,1
3.4,30,-1.07,0,0,0,0,0,0,0,1,1,0
3.1,34,0.71,0,0,0,0,0,0,0,1,0,1
3.3,35,-0.03,0,0,0,0,0,0,0,1,1,0
3.5,32,-1.44,0,0,0,0,0,0,0,1,1,0
3.6,32,0.06,0,0,0,0,0,0,0,1,1,0
4,36,0.55,0,0,0,0,0,0,0,1,1,0
3.9,33,-0.31,0,0,0,0,0,0,0,1,0,1
2.8,42,0.88,0,0,0,0,0,0,0,1,0,1
3.4,37,-1.42,0,0,0,0,0,0,0,1,0,1
3.6,40,1.08,0,0,0,0,0,0,0,1,1,0
3.9,39,1.42,0,0,0,0,0,0,0,1,0,1
3.2,32,0.28,0,0,0,0,0,0,0,1,1,0
2.8,35,1.07,0,0,0,0,0,0,0,1,0,1
3,32,0.17,0,0,0,0,0,0,0,1,0,1
2.8,34,-1.07,0,0,0,0,0,0,0,1,0,1
3.2,32,-0.67,0,0,0,0,0,0,0,1,0,1
2.9,32,1.18,0,0,0,0,0,0,0,1,1,0
2.2,33,-0.33,0,0,0,0,0,0,0,1,1,0
3.2,31,0.09,0,0,0,0,0,0,0,1,1,0
3.1,36,-1.23,0,0,0,0,0,0,0,1,1,0
3.1,31,-0.57,0,0,0,0,0,0,0,1,0,1
2.1,33,-0.36,0,0,0,0,0,0,0,1,1,0
2.6,36,0.09,0,0,0,0,0,0,0,1,1,0
2.9,36,-1.47,0,0,0,0,0,0,0,1,0,1
3.2,34,-0.04,0,0,0,0,0,0,0,1,1,0
3,36,0.36,0,0,0,0,0,0,0,1,1,0
3.1,25,0.09,0,0,0,0,0,0,0,1,0,1
3.4,27,0.12,0,1,0,0,0,0,0,0,0,1
2.4,41,0.83,0,0,0,0,0,0,0,1,0,1
3.1,27,-0.52,0,0,0,0,0,0,0,1,1,0
3.5,29,-0.3,0,0,0,0,0,0,0,1,0,1
3.8,39,-0.33,0,0,0,0,0,0,0,1,0,1
3.4,33,0.33,0,0,0,0,0,0,0,1,0,1
2.9,26,-1.65,0,0,0,0,0,0,0,1,1,0
3.1,30,-1.79,0,0,0,0,0,0,0,1,0,1
3.5,34,0.07,0,0,0,0,0,0,0,1,1,0
3.1,24,-0.36,0,0,0,0,0,0,0,1,1,0
2.4,37,-0.6,0,0,0,0,0,0,0,1,0,1
3,32,0.54,0,0,0,0,0,0,0,1,0,1
2.2,37,-0.22,0,0,0,0,0,0,0,1,0,1
3.2,34,2.05,0,0,0,0,0,0,0,1,1,0
2.7,36,0.07,0,0,0,0,0,0,0,1,1,0
2.8,29,-0.78,0,0,0,0,0,0,0,1,1,0
2.6,33,-0.36,0,0,0,0,0,0,0,1,0,1
2.7,30,0.52,0,0,0,0,0,0,0,1,0,1
2.9,34,0.38,0,0,0,0,0,0,0,1,0,1
2.5,35,-0.2,0,0,0,0,0,0,0,1,0,1
3.4,31,0.91,0,0,0,0,0,0,0,1,1,0
2.5,34,-1.65,0,0,0,0,0,0,0,1,0,1
3,37,2.1,0,0,0,0,0,0,0,1,0,1
3.2,36,-0.78,0,0,0,0,0,0,0,1,1,0
2.6,38,-0.36,0,0,0,0,0,0,0,1,0,1
2.9,40,0.89,0,0,0,0,0,0,0,1,1,0
3.7,32,1.52,0,0,0,0,0,0,0,1,1,0
2.6,35,1.31,0,0,0,0,0,0,0,1,0,1
3.3,35,1.39,0,0,0,0,0,0,0,1,0,1
3.5,28,-1.18,0,0,0,0,0,0,0,1,1,0
3.9,36,-0.01,0,0,0,0,0,0,0,1,0,1
2.5,42,0.97,0,0,0,0,0,0,0,1,0,1
2.9,36,-1.28,0,0,0,0,0,0,0,1,0,1
2.9,36,-0.67,0,0,0,0,0,0,0,1,1,0
3.3,35,0.78,0,0,0,0,0,0,0,1,0,1
2.8,34,-1.42,0,0,0,0,0,0,0,1,1,0
2.7,25,0.73,0,0,0,0,0,0,0,1,0,1
2.6,39,0.9,0,0,0,0,0,0,0,1,0,1
3.1,30,0.97,0,0,0,0,0,0,0,1,1,0
3.3,36,1.74,0,1,0,0,0,0,0,0,1,0
3.2,36,-0.14,0,0,0,0,0,0,0,1,1,0
2.5,33,-0.75,0,0,0,0,0,0,0,1,0,1
2.6,41,1.22,0,0,0,0,0,0,0,1,0,1
3.3,35,0.94,0,0,0,0,0,0,0,1,0,1
3,28,-0.43,0,0,0,0,0,0,0,1,0,1
2.2,31,-0.46,0,0,0,0,0,0,0,1,0,1
3.7,25,0.65,0,0,0,0,0,0,0,1,0,1
3.6,35,1.18,0,0,0,0,0,0,0,1,1,0
3.3,37,0.65,0,0,0,0,0,0,0,1,1,0
3,42,1.05,0,0,0,0,0,0,0,1,0,1
2.4,40,0.41,0,0,0,0,0,0,0,1,1,0
2.8,40,1.42,0,0,0,0,0,0,0,1,0,1
3.3,33,0.21,0,0,0,0,0,0,0,1,0,1
3.6,41,1.05,0,0,0,0,0,0,0,1,1,0
3.5,32,1.34,0,0,0,0,0,0,0,1,1,0
3.2,36,-1.4,0,0,0,0,0,0,0,1,1,0
2.8,37,-0.1,0,0,0,0,0,0,0,1,0,1
3.4,40,0.73,0,0,0,0,0,0,0,1,1,0
3.7,38,0.81,0,0,0,0,0,0,0,1,1,0
2.2,25,-2.14,0,0,1,0,0,0,0,0,1,0
2.5,36,-0.27,0,0,0,0,0,0,0,1,0,1
3.5,30,0.97,0,0,0,0,0,0,0,1,1,0
3.1,31,-1.72,0,0,0,0,0,0,0,1,0,1
2.8,33,-0.55,0,0,0,0,0,0,0,1,0,1
3.4,38,0.09,0,0,0,0,0,0,0,1,1,0
3.3,35,0.86,0,0,0,0,0,0,0,1,1,0
2.9,35,-0.84,0,0,0,0,0,0,0,1,0,1
3.7,32,1.62,0,0,0,0,0,0,0,1,0,1
3.1,39,1.82,0,0,0,0,0,0,0,1,0,1
3.5,40,1.54,0,0,0,0,0,0,0,1,1,0
2.8,35,-0.23,0,0,0,0,0,0,0,1,1,0
2.5,35,-0.55,0,0,0,0,0,0,0,1,0,1
2.7,39,1.1,0,0,0,0,0,0,0,1,0,1
4,42,2.02,0,0,0,0,0,0,0,1,0,1
2.3,40,-0.92,0,0,0,0,0,0,0,1,0,1
2.9,37,-0.31,0,0,0,0,0,0,0,1,0,1
3,36,-0.68,0,0,0,0,0,0,0,1,0,1
3,37,0.94,0,0,0,0,0,0,0,1,0,1
3.9,34,0.57,0,0,0,0,0,0,0,1,1,0
3,30,0.65,0,0,0,0,0,0,0,1,0,1
2.4,33,0.01,0,0,0,0,0,0,0,1,0,1
3.6,35,0.81,0,0,0,0,0,0,0,1,1,0
3.1,40,1.38,0,0,0,0,0,0,0,1,0,1
2.8,36,-0.07,0,0,0,0,0,0,0,1,1,0
3.5,30,-1.6,0,1,0,0,0,0,0,0,1,0
2.8,28,-2.31,0,0,1,0,0,0,0,0,1,0
3.2,33,0.01,0,0,0,0,0,0,0,1,1,0
3.2,31,-0.51,0,0,0,0,0,0,0,1,1,0
3.7,33,0.13,0,0,0,0,0,0,0,1,0,1
